                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                0.58292,                0.34639,                0.88547,                0.96516,                0.90144,                0.95653,                0.80762,                0.49094,                0.29205,                0.86142,               0.000892,               0.000892,               0.000892
                    141,                0.57866,                0.33352,                0.87962,                 0.9659,                0.90152,                0.95678,                0.80783,                0.49047,                0.29175,                 0.8612,               0.000826,               0.000826,               0.000826
                    142,                0.56001,                0.32429,                0.87336,                0.96552,                0.90221,                 0.9571,                0.80864,                0.49003,                0.29144,                0.86106,                0.00076,                0.00076,                0.00076
                    143,                0.55511,                0.32192,                0.87164,                0.96515,                0.90287,                0.95726,                0.80874,                0.48962,                0.29108,                0.86089,               0.000694,               0.000694,               0.000694
                    144,                0.54672,                0.31743,                0.86931,                0.96531,                0.90306,                0.95711,                0.80943,                0.48919,                0.29079,                0.86071,               0.000628,               0.000628,               0.000628
                    145,                0.54596,                0.31761,                0.86847,                0.96515,                0.90396,                0.95743,                0.80979,                0.48877,                0.29056,                0.86053,               0.000562,               0.000562,               0.000562
                    146,                0.54144,                0.31598,                0.86744,                0.96519,                0.90318,                0.95731,                0.80964,                0.48834,                0.29029,                0.86035,               0.000496,               0.000496,               0.000496
                    147,                0.53746,                0.31362,                 0.8652,                 0.9644,                0.90352,                0.95744,                0.80975,                0.48788,                0.29006,                0.86016,                0.00043,                0.00043,                0.00043
                    148,                0.53427,                0.31251,                0.86385,                0.96511,                0.90338,                0.95743,                0.80983,                 0.4875,                0.28984,                   0.86,               0.000364,               0.000364,               0.000364
                    149,                0.53264,                0.31219,                0.86325,                0.96247,                0.90569,                0.95743,                0.81017,                0.48718,                0.28965,                0.85984,               0.000298,               0.000298,               0.000298
                    150,                0.52747,                0.30814,                0.86386,                0.96192,                0.90649,                 0.9574,                0.81063,                0.48701,                0.28952,                0.85971,               0.000232,               0.000232,               0.000232
